,All people,Under 1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100 and over
S01004523,733,2,0,1,0,4,4,3,2,7,5,5,2,3,7,8,8,8,4,4,7,5,6,4,6,4,9,4,3,1,0,1,3,1,4,5,1,2,3,1,4,4,2,8,9,4,8,13,10,3,7,3,17,17,10,7,16,10,11,9,13,13,10,16,26,25,11,19,29,15,14,17,21,7,13,13,12,11,15,8,15,11,11,10,7,5,10,7,6,2,4,4,6,1,2,1,0,2,1,1,0,0
S01004524,561,2,6,3,3,4,6,3,0,4,3,2,3,4,1,4,2,3,5,4,1,4,5,5,2,3,4,4,1,4,4,3,3,4,3,1,5,4,2,3,5,7,6,3,2,6,4,2,3,3,7,7,4,11,3,4,10,13,11,15,12,15,13,14,15,15,14,18,16,8,10,9,14,11,8,9,9,10,12,13,15,8,3,10,2,1,4,2,7,4,2,2,1,1,1,0,0,0,0,0,0,0
S01004525,935,1,2,9,5,9,6,5,9,9,7,9,6,3,11,8,10,8,12,8,6,10,11,7,9,5,3,4,4,3,1,0,2,6,3,7,2,3,4,8,7,10,14,10,13,10,17,21,15,19,19,19,15,10,19,11,11,17,15,16,19,18,20,19,27,19,26,21,24,14,11,14,18,17,10,12,14,8,8,8,8,12,13,6,5,6,7,6,8,3,2,1,2,1,1,1,0,1,1,1,0,0
S01004526,682,4,1,1,3,4,3,3,4,6,10,8,11,9,9,8,10,7,9,3,5,2,7,9,3,8,5,6,0,3,1,6,2,5,6,4,3,3,2,5,7,11,5,5,9,13,12,14,18,14,9,17,9,11,13,6,9,12,13,15,12,16,24,18,19,12,13,17,13,14,15,11,9,10,9,7,4,6,4,3,3,3,4,6,2,2,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0
S01004527,617,4,6,16,9,7,5,5,10,13,7,8,7,10,11,6,11,13,8,8,4,6,8,0,7,5,10,3,2,5,5,8,9,11,5,5,7,12,4,12,12,16,7,10,6,12,8,13,8,10,11,4,4,10,3,4,5,7,8,8,5,15,2,9,7,6,13,8,5,6,13,9,4,4,6,2,5,3,4,1,5,2,5,8,2,3,0,0,1,2,0,0,0,0,1,1,0,0,1,1,0,0
S01004528,737,5,7,3,5,6,3,4,5,4,7,8,8,8,8,4,6,4,4,7,7,7,4,9,6,12,10,10,7,12,5,10,6,6,6,9,8,9,12,11,10,6,8,10,10,8,8,8,11,12,8,14,9,11,20,13,11,12,10,10,10,5,9,5,16,22,10,15,20,8,12,9,12,11,7,3,9,8,9,4,5,10,4,9,7,2,4,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0
S01004529,852,7,3,6,7,8,5,10,3,10,11,10,10,12,12,9,18,9,18,16,9,8,8,12,3,3,4,12,3,12,8,6,3,4,5,8,10,6,9,8,14,17,13,14,11,20,18,13,11,14,8,16,9,13,11,16,17,9,10,11,13,12,12,13,18,10,18,10,16,21,12,13,8,11,6,4,8,5,5,5,8,4,4,5,5,4,0,1,3,3,0,1,1,0,2,0,0,0,0,0,1,0
S01004530,547,7,5,0,9,8,2,3,9,5,8,8,2,16,10,12,9,11,10,11,12,10,6,7,7,7,5,3,7,3,3,7,2,8,7,5,6,10,12,5,8,12,12,8,14,11,20,11,13,9,13,14,13,7,10,12,9,11,11,5,3,2,2,1,8,7,1,2,2,2,0,1,4,3,0,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01004531,1066,12,10,19,19,16,15,19,11,7,10,6,13,7,12,14,9,7,17,15,12,2,10,9,8,13,11,19,10,8,21,20,16,15,17,14,20,16,17,14,23,16,16,25,14,22,14,13,12,13,16,13,15,17,14,17,16,8,10,11,9,15,8,15,22,11,5,15,10,7,4,8,8,8,8,8,7,9,10,13,4,7,6,4,3,6,3,2,7,1,1,4,0,0,0,1,1,0,1,0,0,0
S01004532,852,5,12,20,18,11,16,10,13,11,7,10,11,12,20,12,8,10,7,13,15,14,6,20,20,24,7,17,20,20,11,15,16,20,10,14,25,10,16,20,14,16,11,12,8,16,9,11,13,12,18,12,6,15,4,4,7,5,8,5,9,6,14,7,7,8,2,7,6,6,3,3,5,1,4,2,0,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01004533,441,11,6,4,3,4,2,2,2,2,5,2,2,2,4,4,5,2,3,9,9,11,5,10,8,7,10,8,10,16,6,7,3,8,5,9,6,8,4,13,2,10,4,6,5,8,9,6,3,10,2,10,6,3,13,7,2,2,6,4,3,5,4,6,4,5,2,2,1,5,3,2,0,5,0,4,3,8,3,3,3,6,0,2,2,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
S01004534,645,7,7,11,12,5,4,6,11,10,6,8,13,7,10,11,8,12,12,7,9,13,12,7,4,12,10,13,6,5,8,8,9,7,8,3,10,7,7,12,9,16,4,11,9,16,15,11,7,13,7,7,14,10,7,9,5,8,5,8,6,8,6,6,11,3,5,1,5,12,6,7,5,2,4,5,3,3,3,1,2,1,5,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S01004535,898,13,7,16,12,11,10,10,9,14,6,12,9,8,11,14,8,4,7,9,7,10,8,10,7,5,13,10,7,17,15,12,12,12,5,10,10,11,9,9,16,10,10,13,18,14,12,12,17,18,15,7,6,15,6,8,12,12,17,15,21,10,7,14,13,19,11,11,9,13,5,9,14,10,4,8,9,11,6,8,7,6,5,10,2,2,2,4,0,1,1,3,0,0,0,0,1,0,0,0,0,0
S01004536,680,9,3,12,8,13,5,11,12,4,6,9,6,9,9,11,11,9,11,8,13,4,9,8,11,11,12,9,5,10,12,5,8,9,12,6,4,9,5,11,6,6,13,8,11,10,22,10,10,12,11,14,3,7,14,10,8,9,6,11,9,5,16,14,6,6,8,3,4,5,8,7,4,4,5,5,3,3,3,2,2,3,3,2,0,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
S01004537,815,9,8,7,8,11,9,7,12,10,7,8,12,12,4,12,13,8,11,8,10,10,14,10,10,11,14,9,4,7,15,9,11,7,6,2,15,10,16,8,10,11,13,12,6,13,9,10,15,13,11,9,11,9,16,11,8,16,9,11,8,11,13,13,10,11,17,11,10,13,4,6,6,10,10,8,6,10,7,4,4,4,3,1,1,1,2,2,5,0,4,0,0,0,1,0,1,1,0,0,0,0
S01004538,752,8,10,6,7,8,11,7,6,6,12,6,6,4,8,7,10,14,7,12,11,8,4,5,11,9,12,9,8,7,6,11,6,8,2,17,9,7,11,8,8,5,14,12,8,11,13,15,12,16,10,16,12,10,9,9,4,11,11,6,4,9,10,10,13,7,7,10,5,5,5,7,5,5,7,5,8,5,11,14,13,6,6,10,3,4,1,2,2,4,3,3,1,1,2,0,0,2,1,0,0,0
S01004539,716,8,4,8,6,8,10,11,11,9,19,9,9,8,12,11,10,7,12,11,12,5,4,10,10,6,4,8,13,9,10,4,11,7,3,4,7,5,15,6,11,16,12,14,10,13,8,8,9,12,11,13,6,11,11,4,16,7,9,10,7,2,4,9,9,11,7,7,8,6,7,9,9,10,8,6,5,8,5,5,6,4,4,2,2,3,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0
S01004540,1238,19,14,17,22,21,13,14,29,21,23,20,20,21,19,10,13,16,12,16,16,14,22,13,17,13,11,8,4,8,20,10,16,16,8,16,18,13,24,19,28,19,36,20,29,31,20,28,15,14,13,15,21,16,11,8,13,8,9,4,7,6,2,5,9,9,7,8,6,7,10,5,7,5,9,16,6,6,11,4,10,12,11,5,9,8,6,10,11,5,3,5,3,1,3,2,1,3,0,0,1,0
S01004541,840,5,11,14,10,11,7,9,5,6,14,12,6,11,12,5,14,7,6,7,10,14,8,11,11,12,17,15,16,6,7,6,11,11,8,8,11,16,13,13,19,10,16,12,11,11,11,16,9,13,7,11,10,4,6,10,17,11,15,13,6,6,11,10,9,12,4,9,12,13,12,10,9,13,5,11,9,4,3,6,4,5,6,6,0,2,4,0,3,1,3,0,1,0,0,1,0,0,2,0,0,0
S01004542,790,5,12,16,14,16,12,13,21,14,11,11,16,17,18,15,12,8,7,9,4,7,4,11,13,7,4,4,7,8,9,8,8,8,13,12,19,14,17,14,13,19,22,21,17,15,9,17,13,8,8,15,13,9,11,6,10,7,3,2,8,5,9,4,11,8,4,9,5,7,7,5,7,3,3,5,0,0,4,3,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S01004543,811,13,12,2,10,5,3,6,6,8,6,9,9,9,19,5,12,13,10,9,9,29,10,8,9,12,12,9,9,3,12,12,7,9,12,13,4,8,11,8,11,14,18,9,11,20,18,13,16,17,13,11,13,7,9,5,4,6,7,9,9,5,5,9,7,11,14,6,8,4,7,7,15,9,10,11,13,6,8,6,8,7,3,6,4,1,2,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0
S01004544,1844,26,36,18,29,31,22,28,21,20,17,10,13,24,20,22,24,22,20,33,30,28,23,19,24,27,23,40,32,26,37,49,37,33,30,37,43,32,27,18,46,27,36,28,37,27,27,35,31,34,22,27,25,24,21,24,16,12,16,12,13,8,14,18,13,7,6,8,11,6,11,14,9,9,14,9,10,9,8,9,4,6,8,7,3,4,6,3,3,2,3,6,2,0,0,0,2,0,0,0,1,0
S01004545,737,9,4,2,7,6,4,8,2,6,10,4,3,9,3,9,5,4,6,4,5,11,16,9,7,11,11,9,8,8,8,12,7,10,5,12,9,11,11,8,8,9,11,19,9,11,10,11,12,8,7,21,14,13,13,13,9,11,14,10,10,7,13,20,9,8,9,3,5,3,7,5,2,8,17,6,8,4,9,3,7,9,5,6,0,6,7,1,7,2,1,3,0,1,0,0,0,0,0,0,0,0
S01004546,858,12,10,9,7,9,5,9,8,11,10,9,10,10,11,12,16,7,6,9,12,15,13,8,12,13,17,12,22,18,12,14,16,10,3,7,3,11,9,10,7,7,14,6,7,17,10,15,18,10,4,11,13,15,15,12,10,13,9,16,10,8,14,6,14,13,10,9,10,12,5,11,7,7,5,5,5,2,13,8,5,6,8,5,1,3,1,0,0,1,2,2,0,2,1,0,1,0,0,0,0,0
S01004547,844,16,12,14,11,13,5,13,5,7,3,8,6,1,10,6,6,7,9,12,13,7,14,18,15,18,14,22,15,20,11,21,7,11,9,7,5,9,7,5,13,14,12,15,19,13,19,13,16,18,9,9,14,5,12,9,10,13,6,8,10,7,9,10,5,7,5,6,4,3,8,6,4,6,7,6,8,8,5,14,7,6,9,6,4,3,3,1,3,0,2,1,1,0,0,0,0,1,0,0,0,0
S01004548,779,11,11,9,8,6,6,5,5,5,5,6,7,6,8,9,9,10,9,5,15,6,3,11,10,10,13,15,8,8,10,8,15,6,6,9,3,12,4,21,8,5,11,10,4,8,6,12,7,10,13,7,19,15,9,16,11,9,16,10,6,6,7,12,2,9,10,10,10,8,9,5,13,9,11,5,6,10,9,9,8,12,4,10,5,14,3,4,3,3,3,2,0,0,1,0,1,0,0,1,0,0
S01004549,2152,39,53,47,64,38,24,17,17,14,18,15,15,21,20,12,25,10,23,22,29,21,19,15,34,34,24,42,31,38,52,55,48,60,38,39,43,49,39,40,42,29,33,39,30,26,31,32,31,29,16,18,23,14,24,34,17,21,20,20,17,15,16,21,15,12,17,15,20,14,16,10,14,11,12,9,9,15,10,5,10,10,8,6,9,6,4,5,5,4,11,13,2,1,3,1,2,1,1,2,0,2
S01004550,667,10,16,5,4,7,4,5,5,3,6,1,10,4,3,5,5,5,2,7,15,16,8,14,14,23,9,20,16,12,11,9,15,10,11,9,4,6,4,6,6,13,15,11,10,13,7,14,8,7,12,5,4,9,5,4,10,2,2,4,6,6,8,5,6,7,4,7,4,2,6,9,3,11,9,4,5,14,4,4,8,3,10,4,4,3,3,1,1,1,2,0,2,0,1,0,0,0,0,0,0,0
S01004551,1565,19,32,24,25,25,13,15,17,24,11,23,27,18,13,21,15,9,18,11,11,12,12,13,13,9,24,24,26,24,29,30,26,32,19,27,31,24,24,20,32,27,25,18,26,27,21,21,24,29,19,20,15,10,19,17,18,9,19,20,13,16,12,20,13,9,13,19,13,15,12,11,8,15,14,12,13,7,9,8,9,7,11,11,10,10,9,6,6,2,4,4,4,3,2,2,0,1,0,1,0,5
S01004552,834,12,10,11,13,11,21,8,7,5,14,13,11,12,9,11,9,10,8,14,8,17,13,12,13,12,9,12,4,12,8,8,12,21,10,8,12,11,13,13,18,17,10,13,8,9,11,8,12,9,23,3,14,5,11,11,8,11,13,9,8,8,11,15,9,8,5,7,7,10,9,6,4,6,7,5,10,2,5,6,1,4,2,2,2,2,1,2,4,2,1,0,1,1,0,0,1,0,0,0,0,0
S01004553,534,2,7,7,9,9,9,8,10,2,4,4,5,7,11,7,9,5,7,10,8,9,6,6,9,10,7,4,4,10,5,5,12,5,7,6,3,4,8,4,3,4,5,11,8,6,8,15,8,15,13,9,12,9,12,9,7,10,7,7,3,5,7,8,12,7,4,3,1,1,1,1,2,8,5,0,3,4,3,2,2,1,2,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01004554,726,14,7,8,6,7,5,8,7,12,10,10,3,11,9,7,12,16,8,10,15,11,13,7,13,5,12,8,9,5,18,6,8,8,7,15,6,5,6,6,12,5,10,12,21,16,15,17,17,13,14,13,14,6,3,5,8,7,12,11,7,6,8,6,7,5,6,5,7,3,8,7,5,3,7,9,5,4,3,4,0,8,1,5,1,1,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0
S01004555,647,4,4,6,2,5,3,8,3,7,5,8,6,12,8,6,8,11,6,4,6,2,7,5,6,5,6,5,4,7,10,7,7,4,7,6,6,8,7,10,4,7,15,11,15,15,8,14,8,15,6,14,8,12,7,17,8,15,4,10,4,9,5,6,3,10,15,8,7,7,6,4,6,9,10,3,7,6,5,13,3,7,2,5,1,5,3,4,1,4,3,4,2,0,1,1,0,3,1,0,0,0
S01004556,674,12,7,4,8,11,9,4,9,10,8,8,4,3,9,10,4,9,9,11,14,7,12,13,7,10,17,16,14,11,7,12,9,3,9,8,8,6,7,16,14,15,8,8,14,5,12,8,14,9,11,9,10,4,7,9,12,10,6,7,4,6,8,6,4,4,2,3,5,5,3,9,4,10,2,7,6,10,7,2,2,3,2,2,2,3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
S01004557,430,4,6,6,8,5,9,6,8,0,5,6,9,3,6,8,7,2,2,9,3,4,2,2,4,9,4,3,7,5,8,8,9,3,8,7,7,8,12,7,8,8,7,9,6,11,5,9,10,6,6,2,5,3,5,5,3,0,7,12,2,8,6,5,5,6,4,1,2,0,4,1,3,1,3,3,0,5,1,1,0,3,1,0,2,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0
S01004558,924,12,6,4,12,6,9,6,8,7,9,6,7,2,7,12,14,16,10,13,11,10,8,14,14,15,12,17,9,6,12,12,11,9,12,8,11,7,8,8,17,14,18,4,13,13,19,19,12,17,20,16,12,16,13,9,13,10,9,14,9,13,9,16,12,13,7,9,16,11,9,7,14,8,18,8,9,8,8,5,11,7,3,8,5,3,3,2,4,2,3,5,1,0,0,0,0,0,0,0,0,0
S01004559,954,4,7,8,4,10,7,9,6,10,4,8,6,6,9,6,10,6,5,8,5,11,12,9,9,7,12,8,13,8,6,9,10,7,5,6,3,8,9,9,8,10,9,14,13,13,9,7,9,11,11,17,9,18,18,17,11,14,11,8,11,15,12,9,12,13,12,14,17,17,16,10,12,19,23,13,17,14,12,20,19,13,15,12,5,10,8,11,4,7,12,3,2,1,2,2,2,0,0,0,2,0
S01004560,648,8,7,16,15,10,11,9,7,6,8,10,16,16,10,17,14,7,11,14,6,9,10,9,4,10,9,8,14,9,5,7,4,9,7,5,5,5,7,2,7,10,7,10,9,12,15,5,9,10,12,11,7,6,7,4,8,5,1,5,10,4,5,3,6,1,5,4,7,1,3,4,3,3,2,6,1,3,5,2,3,7,4,2,6,5,4,2,1,2,7,2,4,1,0,0,3,0,1,0,0,0
S01004561,957,7,12,11,13,15,9,9,18,4,19,11,14,13,10,11,11,13,12,10,15,10,8,13,9,15,25,9,15,18,23,5,9,12,5,11,13,14,13,17,9,9,11,11,10,12,6,15,18,19,15,19,16,15,15,13,4,8,8,12,13,16,10,14,13,19,8,10,17,5,7,8,8,4,5,6,5,5,7,6,4,10,6,1,2,4,2,7,2,2,1,2,1,1,0,0,0,0,0,0,0,0
S01004562,547,2,1,4,2,3,2,3,5,1,5,5,1,7,7,6,8,15,3,6,7,7,11,2,12,3,8,7,6,5,5,5,8,4,6,7,4,5,6,6,6,5,8,9,9,11,9,7,14,7,8,8,11,9,10,4,11,8,7,13,7,4,9,9,11,7,11,7,4,8,6,5,5,4,6,5,7,6,4,6,2,5,5,1,4,1,5,3,1,1,2,0,2,0,0,0,0,0,0,0,0,0
S01004563,793,8,11,4,9,6,10,8,10,8,6,9,5,4,7,6,6,8,10,4,5,12,7,7,8,2,7,3,6,10,8,7,9,10,7,10,8,5,7,4,7,7,16,8,10,11,8,13,9,11,16,15,12,13,9,13,6,8,10,7,10,7,11,11,12,9,11,15,15,13,10,11,10,17,19,16,13,12,8,11,12,5,6,7,6,7,3,2,4,4,1,2,0,1,0,0,0,1,0,0,1,0
S01004564,594,4,3,6,7,8,5,4,4,3,10,5,3,11,6,5,4,6,7,7,7,11,5,9,6,7,4,6,5,2,7,2,10,5,6,14,7,10,5,9,7,11,4,3,8,12,13,5,10,10,10,11,5,14,11,9,8,11,10,9,9,9,14,8,10,8,3,10,5,5,4,6,6,6,7,3,3,1,5,5,4,8,2,4,3,1,5,2,3,4,1,1,1,0,1,0,0,0,1,0,0,0
S01004565,902,6,6,9,14,10,9,7,15,11,14,9,8,11,10,9,14,10,15,14,19,14,11,10,11,10,4,6,10,3,7,16,6,8,13,7,8,11,10,9,12,14,9,17,17,21,18,17,19,18,18,24,20,19,23,25,12,15,19,10,8,11,7,10,7,8,6,11,14,4,5,8,7,5,10,3,3,3,3,3,4,1,3,0,3,6,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
S01004566,694,12,6,6,13,10,7,12,6,8,14,8,10,13,13,12,7,7,11,14,14,8,12,8,8,4,6,4,16,12,14,16,10,9,17,12,12,11,12,15,9,16,10,9,23,17,19,19,13,15,14,10,1,6,5,12,10,7,4,4,4,2,7,5,7,1,6,3,3,2,3,1,0,1,3,3,0,3,1,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
S01004567,475,6,7,3,4,4,3,3,1,1,0,2,3,0,3,3,1,1,0,3,1,7,3,2,9,4,10,13,8,9,8,5,11,5,3,1,4,9,4,5,8,6,5,3,10,2,7,4,2,7,7,6,3,9,8,4,6,7,4,8,5,6,11,5,8,6,7,6,13,8,5,9,5,2,3,12,8,3,4,6,3,7,8,8,5,2,5,3,4,4,1,1,3,1,2,0,1,0,0,0,0,0
S01004568,695,5,6,10,5,6,6,9,3,7,6,8,9,8,5,8,10,5,3,9,6,8,11,10,8,8,9,11,5,3,8,5,5,4,7,9,7,10,4,11,6,7,7,10,9,7,8,11,7,12,10,7,12,14,16,7,15,10,13,8,6,11,8,7,7,9,2,10,16,8,11,14,18,7,7,7,6,6,5,10,11,7,2,1,5,5,3,2,1,4,0,1,2,0,0,0,1,0,1,0,0,1
S01004569,734,11,15,15,18,18,14,11,13,13,15,8,6,21,9,10,15,5,8,15,4,12,8,10,8,12,15,11,10,14,15,10,10,13,8,7,10,8,11,11,20,12,10,11,17,7,5,7,3,9,7,7,9,10,10,6,9,9,5,7,10,9,8,8,8,4,3,6,3,8,5,1,2,6,0,6,3,3,3,0,1,3,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S01004570,626,9,6,3,7,2,5,13,3,4,8,8,4,4,6,4,10,10,12,8,8,4,8,12,7,10,4,5,5,6,8,6,12,6,6,7,7,1,7,9,8,7,10,7,8,10,12,6,11,7,23,8,11,10,15,11,9,13,9,11,16,13,14,15,11,8,11,6,8,9,6,7,6,4,7,2,6,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01004571,635,12,7,6,6,13,5,8,8,1,4,8,9,6,4,6,7,3,5,12,12,11,7,6,6,10,8,7,9,5,9,6,7,10,2,4,5,10,7,4,4,7,10,6,11,12,9,11,9,9,7,7,10,4,13,7,11,8,10,8,3,11,5,10,5,6,8,4,11,4,1,8,11,8,4,6,10,8,9,10,4,8,4,7,7,1,3,4,3,1,0,2,0,0,0,0,1,0,0,0,0,0
S01004572,722,9,6,8,17,13,9,11,10,4,8,10,9,8,9,10,4,12,6,5,11,9,10,9,10,4,15,2,13,5,9,13,8,8,12,10,4,9,9,9,13,11,12,11,11,10,7,7,6,14,6,8,13,7,12,6,9,6,15,8,12,9,7,10,8,12,12,6,7,6,8,9,8,5,9,6,5,4,3,5,3,2,2,3,1,1,8,2,0,2,2,1,3,2,0,0,0,0,0,0,0,0
S01004573,596,6,4,5,8,5,5,6,8,4,6,4,3,10,5,4,8,8,8,9,5,6,8,10,11,8,6,4,9,7,8,9,6,8,5,3,4,5,6,4,8,8,7,9,8,11,8,7,14,10,8,6,11,14,5,8,5,4,5,10,3,8,7,8,10,5,7,2,5,8,3,9,4,7,6,7,7,11,9,7,4,4,5,6,8,10,2,1,3,2,0,2,0,1,1,0,0,0,0,0,0,0
S01004574,487,5,2,4,3,5,0,3,3,2,8,4,7,3,10,9,6,4,5,8,5,6,8,6,10,7,6,5,3,2,4,5,2,5,5,2,6,5,2,7,8,8,6,8,12,6,5,10,8,8,13,7,9,10,8,10,9,5,7,17,5,9,7,5,8,2,6,8,6,9,4,3,6,4,4,1,5,3,3,3,6,4,1,2,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
S01004575,670,4,8,4,4,3,4,2,6,4,2,5,5,7,13,9,7,8,6,2,4,6,11,8,11,9,13,7,7,10,11,7,9,5,5,6,11,7,11,17,6,9,16,10,16,9,10,17,6,14,12,11,9,15,9,7,7,9,7,6,7,6,10,10,8,11,3,8,6,6,9,5,12,6,12,10,1,7,2,8,2,6,6,8,5,5,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
S01004576,560,5,8,4,8,7,7,7,7,6,11,5,6,5,7,4,4,13,7,15,8,9,11,7,5,6,14,3,4,14,3,14,4,7,10,2,9,13,7,11,12,6,14,12,8,16,4,15,13,8,10,10,9,8,5,5,13,10,10,7,10,5,0,5,6,2,4,2,4,1,4,4,2,0,3,2,4,1,1,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01004577,617,5,5,5,3,7,3,9,2,9,8,7,4,4,5,6,7,5,6,11,8,6,4,5,4,15,6,9,8,8,7,6,5,13,7,8,4,3,3,6,11,9,7,11,16,5,10,9,9,9,15,9,17,6,7,11,8,14,8,8,7,6,16,9,7,10,7,3,9,11,10,7,8,8,3,5,7,6,4,5,5,2,4,3,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
S01004578,851,7,5,4,8,2,7,12,10,8,9,15,13,9,12,11,9,8,11,7,10,13,10,13,6,14,5,4,7,4,6,4,2,4,4,9,4,6,6,11,12,13,14,10,17,9,8,20,14,12,16,9,11,9,16,12,17,13,17,6,12,19,26,21,26,21,17,21,14,11,9,11,10,11,7,11,4,9,4,6,5,2,2,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
S01004579,605,5,4,6,7,5,3,6,3,7,5,6,1,6,3,7,11,3,4,2,2,2,6,7,7,9,9,5,13,14,3,12,7,4,6,2,4,9,4,5,10,7,4,3,5,7,8,9,8,10,13,6,8,5,11,2,13,7,5,4,5,8,6,12,13,8,11,14,6,3,3,8,7,10,6,5,8,13,6,3,7,11,12,4,8,10,7,3,5,4,2,1,1,3,0,2,1,0,0,0,0,0
S01004580,827,10,9,5,13,5,9,9,12,10,4,10,5,8,5,15,7,9,11,10,13,13,11,14,11,14,13,8,12,13,10,10,12,11,6,9,5,12,14,6,11,8,7,9,12,4,5,9,14,10,14,17,14,9,18,15,14,17,14,17,6,10,8,8,7,8,2,7,5,9,5,7,6,4,7,5,6,10,10,14,5,10,8,3,8,4,8,1,2,2,3,3,2,0,2,0,1,0,0,0,0,0
S01004581,1240,11,15,16,10,6,16,12,6,19,7,6,16,11,5,9,11,12,13,22,13,14,19,12,20,19,24,24,20,20,18,18,15,17,15,22,10,10,11,19,10,17,10,22,16,26,27,19,19,30,21,12,17,14,27,22,23,14,21,12,16,20,13,14,21,12,13,14,12,12,11,7,5,7,7,9,8,9,12,9,6,8,10,8,7,3,4,4,6,1,2,4,1,1,1,0,0,1,0,0,0,0
S01004582,580,7,5,3,5,4,5,11,4,3,5,4,7,3,6,4,5,2,11,8,2,4,8,6,9,10,3,7,10,4,8,4,7,16,7,2,2,9,8,6,1,9,10,12,8,5,8,16,6,16,6,13,10,12,8,8,10,8,7,8,8,2,9,5,4,11,3,9,5,2,3,11,8,8,6,2,3,3,9,7,10,7,9,2,4,2,3,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0
S01004583,798,4,5,7,8,13,6,9,10,6,4,13,3,7,5,5,3,5,5,4,9,3,11,10,6,12,14,7,11,12,12,14,15,8,10,12,12,15,12,15,6,8,8,8,9,5,6,8,11,12,13,4,10,11,12,11,6,5,7,5,9,10,8,4,15,13,9,7,18,9,16,13,14,19,10,9,6,6,8,13,4,11,7,4,7,2,6,6,7,4,4,3,3,0,4,3,0,0,0,0,0,0
S01004584,679,17,16,7,11,11,13,13,8,17,8,10,10,7,12,3,11,13,4,6,16,6,5,8,7,4,12,13,7,9,10,8,11,11,6,9,8,9,12,11,9,12,11,16,9,14,7,13,12,8,8,8,4,8,10,4,10,3,7,8,2,6,7,2,5,6,3,4,4,6,5,5,6,6,5,3,8,7,5,2,3,1,2,4,1,4,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0
S01004585,552,8,5,5,6,7,5,4,3,4,7,5,7,5,6,8,4,6,7,6,7,10,7,5,5,3,10,8,4,5,4,7,4,6,6,8,5,3,8,8,9,9,12,7,6,8,3,5,8,8,7,9,3,11,10,19,13,3,8,4,3,5,7,11,13,12,11,10,6,11,7,5,9,5,4,6,5,6,4,5,1,4,1,2,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
S01004586,1060,9,11,9,10,9,15,5,18,11,12,13,19,12,10,19,17,11,12,17,18,11,5,11,10,5,12,12,10,15,8,11,16,3,10,9,7,14,8,11,22,23,12,14,20,13,20,25,27,23,18,22,25,16,18,19,9,19,26,10,11,6,10,9,19,14,7,6,6,7,6,13,10,10,13,10,9,7,6,6,6,7,5,3,6,6,3,5,0,1,0,1,1,2,1,0,2,0,0,0,0,0
S01004587,1217,19,27,20,23,11,10,3,16,7,8,15,9,8,10,12,14,12,17,14,4,15,20,16,17,28,31,21,22,20,27,24,19,23,15,15,13,17,12,20,23,14,16,21,15,15,15,21,19,21,15,22,13,13,12,6,19,16,17,11,16,15,16,13,13,16,9,15,6,10,14,14,7,18,13,4,12,6,4,8,6,5,3,4,3,4,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0
