,All people,Under 1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100 and over
S01000479,847,11,7,8,9,9,7,6,7,16,6,4,2,11,10,5,12,9,10,9,11,13,10,7,11,12,15,11,14,15,8,10,9,10,2,10,8,11,7,12,9,10,13,9,16,13,5,13,10,10,10,13,6,9,13,7,15,8,7,7,15,17,8,17,14,20,7,6,11,6,18,12,16,14,8,16,4,7,3,9,6,10,3,7,3,5,1,4,7,0,2,1,0,1,0,1,1,0,0,0,0,0
S01000480,670,4,5,8,6,8,6,4,4,9,9,11,15,6,8,10,8,11,4,10,8,3,9,5,8,6,6,7,7,2,7,5,7,8,6,5,5,8,11,7,3,8,8,12,5,11,8,9,12,10,15,9,13,14,10,6,17,14,8,14,14,7,15,15,6,11,8,7,7,8,5,9,5,10,5,3,6,5,2,5,5,4,5,7,1,0,4,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0
S01000481,2138,27,32,47,31,39,36,33,22,31,19,27,39,43,24,30,35,42,27,32,25,29,39,29,28,20,23,23,25,21,23,24,29,29,24,33,30,35,44,37,44,46,38,44,30,42,29,43,30,29,32,24,28,25,29,24,27,22,20,25,28,20,22,19,29,23,22,17,13,14,14,11,9,9,9,4,8,5,5,5,9,5,5,2,5,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01000482,896,10,19,8,10,7,7,9,10,9,10,7,10,4,12,5,6,10,13,9,13,13,20,31,10,17,14,17,7,18,15,14,9,14,13,15,20,18,5,12,14,15,11,13,8,12,11,7,13,15,10,8,9,8,8,6,6,12,7,10,11,11,15,12,14,9,7,9,11,2,6,2,7,2,7,5,4,6,7,9,4,12,5,4,10,4,4,2,3,2,2,5,2,1,3,2,0,1,0,1,0,0
S01000483,983,6,12,7,9,10,6,7,3,8,4,8,11,7,8,7,12,11,6,12,14,20,11,9,16,17,10,18,17,12,19,11,14,11,14,7,7,14,11,17,9,15,11,14,11,18,13,21,13,12,6,11,4,13,15,7,8,9,8,8,12,9,8,10,22,21,14,9,13,10,15,11,14,10,9,15,13,7,13,10,6,5,9,14,11,11,6,4,3,2,6,3,3,2,1,2,1,0,0,0,0,0
S01000484,805,5,14,7,16,10,10,9,3,8,3,5,4,8,6,3,10,20,8,10,5,18,21,12,12,16,18,15,17,12,13,8,14,6,9,14,9,14,7,10,13,12,12,5,17,20,18,8,15,15,9,14,12,15,15,10,9,8,10,9,13,5,7,5,12,6,4,9,3,8,7,7,7,3,5,2,3,10,4,5,2,5,4,1,1,2,2,1,4,0,0,1,1,1,0,0,0,0,0,0,0,0
S01000485,987,4,4,4,7,2,8,5,4,4,9,13,11,12,22,14,11,8,11,13,15,10,12,7,14,10,15,12,7,10,10,6,13,6,9,3,6,6,8,4,11,14,15,19,19,17,18,16,19,16,15,24,22,23,14,18,14,22,9,10,12,14,13,12,14,14,7,7,14,10,14,15,10,15,9,19,10,8,13,7,6,6,3,5,3,6,4,5,9,6,4,0,4,0,1,0,2,2,0,0,0,0
S01000486,1132,21,23,18,20,15,13,9,15,10,13,11,10,12,7,9,9,13,23,13,15,28,22,37,28,25,26,16,16,21,25,21,27,17,19,21,18,23,19,18,12,25,16,8,14,14,26,14,16,9,11,16,23,8,10,16,12,10,14,4,9,9,13,7,11,7,6,6,6,4,6,1,3,7,4,3,1,5,8,7,1,2,1,3,5,0,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0
S01000487,621,5,5,3,4,4,4,3,2,2,5,1,5,7,3,4,7,10,4,6,5,5,9,5,5,2,8,6,6,9,4,6,9,7,6,7,3,7,6,7,5,6,5,11,5,10,11,6,17,12,11,6,12,7,7,4,9,5,3,4,4,6,9,11,12,11,5,10,9,12,6,4,8,15,7,8,4,7,10,12,6,9,5,8,14,8,3,2,8,6,3,7,1,3,2,0,0,1,1,1,1,0
S01000488,624,14,4,3,7,5,4,4,6,2,4,6,5,5,7,6,5,7,5,7,9,3,9,2,13,13,12,5,3,8,6,14,6,3,6,6,2,6,8,4,2,3,9,6,9,8,6,7,6,11,11,5,8,12,11,11,11,8,10,5,10,5,13,10,13,7,8,18,8,7,7,3,5,3,6,10,9,6,3,6,10,9,4,6,3,7,4,2,3,4,3,2,3,1,1,1,1,0,0,0,0,0
S01000489,937,13,18,14,12,16,14,6,7,2,8,6,3,5,5,7,7,9,13,11,11,7,18,13,21,27,17,32,13,13,10,13,8,10,8,5,8,7,4,13,8,7,10,22,9,10,14,10,9,17,12,11,13,7,12,11,9,13,5,14,8,12,15,14,10,17,15,9,11,7,12,8,13,14,6,12,11,6,13,13,12,5,1,4,4,9,5,2,5,2,1,3,0,0,0,1,0,0,0,0,0,0
S01000490,540,5,9,2,6,6,1,6,6,3,9,4,7,2,5,11,7,4,5,3,3,13,4,8,15,18,16,6,11,11,6,5,9,4,5,3,15,11,5,4,6,10,8,9,9,9,6,12,9,13,10,6,8,11,7,9,7,3,3,5,5,7,2,8,8,7,5,1,3,2,4,5,5,4,3,1,0,7,10,4,4,4,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01000491,539,5,7,9,9,8,3,9,6,4,9,7,5,4,7,4,6,6,5,7,8,4,12,5,7,7,13,8,8,19,9,8,9,6,3,8,10,11,8,4,6,5,9,11,8,6,6,9,11,6,10,8,13,7,11,14,6,5,8,4,6,7,3,2,5,3,5,4,6,5,3,0,2,4,1,4,2,5,4,4,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
S01000492,951,18,19,13,15,14,15,15,15,10,12,8,13,11,16,13,10,12,6,13,14,12,16,16,16,31,15,13,10,16,23,18,12,9,4,18,9,8,11,9,14,9,18,14,10,11,13,24,21,12,10,15,9,18,14,13,17,13,12,6,7,11,5,8,9,8,3,8,6,3,8,6,5,7,6,6,3,7,4,6,4,3,4,5,0,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0
S01000493,641,5,6,8,8,6,9,6,7,7,4,4,4,6,2,5,7,9,11,9,6,5,5,6,5,9,11,10,6,4,7,6,5,12,9,7,7,3,7,10,8,18,8,9,8,8,14,11,7,12,14,8,6,14,10,7,7,5,4,9,5,7,8,10,9,13,12,9,4,10,7,3,6,9,4,5,6,10,7,5,4,2,4,4,3,7,6,2,1,2,1,3,1,0,1,0,0,0,1,0,0,0
S01000494,551,9,10,5,7,5,9,6,7,8,6,3,7,6,3,12,9,6,7,8,10,2,6,5,10,15,8,6,7,5,8,8,9,8,9,9,5,6,7,5,10,9,7,6,9,7,9,11,9,9,12,8,10,5,9,7,9,6,7,10,9,7,6,6,2,8,3,3,4,2,6,4,1,3,3,5,8,1,1,3,4,0,3,0,0,2,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0
S01000495,903,8,10,10,13,8,9,4,7,9,5,9,6,13,11,12,10,10,14,8,12,8,14,9,8,6,7,12,5,4,14,12,12,7,7,11,5,7,6,7,7,7,17,9,13,24,11,15,25,17,14,10,16,19,15,16,14,11,7,19,5,15,21,10,14,10,15,15,13,14,8,6,14,12,8,8,12,10,8,6,10,9,6,4,2,2,2,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0
S01000496,529,7,2,7,6,4,5,8,3,13,8,4,8,7,9,7,8,3,6,4,6,2,5,4,5,3,9,2,5,3,3,4,4,6,8,5,10,5,6,7,5,10,13,8,12,10,9,8,8,11,8,3,6,3,6,6,8,13,6,6,9,9,8,8,8,20,11,8,6,6,4,7,10,4,7,5,1,2,5,1,3,2,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01000497,768,10,9,6,7,9,14,11,13,13,10,6,8,10,4,12,12,6,6,9,4,12,11,11,12,8,11,10,14,11,11,6,10,9,7,5,15,6,8,25,17,11,18,4,10,11,9,3,12,13,15,5,15,14,8,10,12,8,9,7,9,9,8,7,12,9,4,6,11,10,9,5,8,7,12,6,1,2,6,2,4,5,4,1,2,2,1,3,4,1,1,1,3,1,0,0,0,0,0,0,0,0
S01000498,520,7,3,2,4,9,0,2,3,2,2,4,3,4,1,8,7,2,7,5,3,1,8,4,4,5,1,3,6,3,1,10,6,5,5,5,4,8,3,5,8,8,6,5,6,6,11,3,5,8,4,8,4,6,4,8,5,11,8,5,13,12,12,9,11,14,7,10,9,7,6,6,14,6,7,7,2,9,9,11,4,4,5,1,8,3,4,5,7,0,2,1,0,0,0,1,0,0,0,0,0,0
S01000499,1020,6,13,17,10,14,12,15,13,6,9,13,15,13,15,15,21,11,15,15,9,10,7,11,8,10,10,8,9,14,9,14,20,8,11,9,18,12,14,10,15,17,14,18,19,19,9,12,19,20,13,17,12,20,12,6,12,19,7,14,8,17,10,13,6,19,9,14,11,11,7,5,11,9,12,5,7,4,10,11,7,1,7,8,5,3,7,6,3,5,1,2,1,0,2,0,0,0,0,0,0,0
S01000500,604,7,11,7,11,6,6,6,5,7,9,10,4,3,10,10,7,14,12,10,12,12,14,6,12,7,15,7,9,4,5,4,7,7,6,4,7,7,9,3,8,5,11,8,10,7,7,6,11,11,6,10,6,5,5,9,7,4,11,9,8,6,9,10,11,6,11,10,6,3,6,6,6,5,7,4,2,6,4,1,0,2,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
S01000501,577,6,10,3,3,2,5,3,3,6,5,3,4,4,7,5,6,4,8,5,6,6,3,2,7,6,5,4,4,3,9,5,6,6,5,2,6,7,2,7,7,8,8,12,5,10,10,6,3,4,7,9,11,6,4,4,7,9,6,8,7,5,9,9,15,5,10,13,11,9,8,8,6,9,9,6,6,9,5,9,5,9,16,6,2,6,8,4,5,2,5,3,1,0,0,0,0,0,0,0,0,0
S01000502,638,1,7,3,8,9,4,10,8,5,3,18,8,9,3,7,7,9,15,11,7,6,5,5,11,3,2,6,11,7,6,7,9,2,2,6,10,7,4,14,2,18,16,9,5,11,17,12,12,11,8,11,11,13,7,9,16,12,11,7,8,12,15,7,7,3,8,6,4,5,2,5,3,4,3,3,0,2,2,7,3,6,3,4,4,3,1,2,2,2,6,1,1,0,1,0,0,0,0,0,0,0
S01000503,494,3,2,6,3,5,6,4,1,9,8,5,5,12,9,5,9,4,9,3,4,6,9,6,5,5,3,2,3,1,4,9,1,4,6,3,2,8,5,3,9,6,7,8,6,7,7,15,8,6,10,7,7,10,13,7,11,12,6,8,4,9,10,10,12,8,12,7,6,9,6,4,4,4,2,1,3,2,1,1,2,1,3,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
S01000504,770,9,6,9,4,4,8,5,4,7,6,8,3,7,4,3,8,12,7,9,6,8,6,4,5,12,10,13,11,10,10,14,9,11,18,6,12,13,16,12,7,16,6,8,16,8,7,9,8,8,6,9,13,17,8,8,7,6,10,7,13,8,6,12,4,11,8,9,5,11,8,6,8,11,10,8,4,10,6,7,14,7,5,3,8,9,6,8,9,4,8,1,2,2,2,0,1,0,2,1,0,0
S01000505,727,3,12,4,6,8,3,4,8,8,3,4,9,12,18,14,10,18,8,8,7,5,6,10,9,7,4,5,9,8,5,1,4,5,6,7,10,8,4,9,9,9,9,17,16,10,21,13,8,22,11,19,9,13,12,15,13,12,8,14,10,9,8,13,12,10,13,11,4,9,6,5,13,6,4,5,2,3,6,1,3,3,6,4,2,2,3,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0
S01000506,1024,15,22,22,14,17,12,6,14,10,13,9,14,6,15,14,15,11,12,15,9,8,10,14,10,13,18,15,9,22,9,11,24,8,8,7,9,15,10,17,18,22,25,16,19,13,14,20,15,15,14,18,12,15,12,11,11,12,11,9,12,13,10,18,17,17,10,15,11,1,7,5,7,5,7,2,4,8,5,3,6,1,5,6,2,3,2,4,2,4,4,2,1,0,0,1,0,0,0,0,0,0
S01000507,995,6,13,15,10,17,13,5,9,12,3,11,8,12,13,5,14,9,11,16,11,5,12,14,17,14,10,10,12,9,8,12,17,13,11,15,18,13,10,14,15,11,8,14,21,12,13,8,15,13,10,9,14,12,19,9,7,18,14,12,14,15,13,9,8,16,7,10,10,12,11,11,5,9,5,15,10,11,12,10,7,6,9,2,7,3,9,8,5,6,1,4,3,2,1,3,2,0,0,0,2,1
S01000508,889,5,9,10,3,14,10,4,9,3,9,5,5,5,7,8,8,11,12,17,14,16,11,11,19,4,9,4,4,5,0,8,8,7,5,4,10,5,9,10,9,13,10,22,21,15,15,21,19,19,18,11,17,14,26,12,13,21,15,12,13,10,14,17,7,19,12,19,11,12,15,11,11,5,15,9,4,5,4,3,6,3,4,6,3,1,4,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0
S01000509,1045,6,10,7,12,10,11,10,8,13,8,14,13,15,9,9,10,11,13,10,5,8,6,11,10,6,6,12,12,11,9,14,11,9,10,11,18,14,13,18,10,15,14,20,18,14,16,17,15,13,14,11,7,8,11,13,11,15,13,11,13,7,10,14,21,14,14,20,12,19,11,11,10,17,15,13,11,11,7,11,4,14,9,8,5,9,8,8,11,8,2,5,4,2,3,3,0,1,1,0,0,0
S01000510,665,3,12,7,6,3,2,1,3,4,10,10,7,5,6,4,8,6,8,11,7,10,9,12,10,9,5,7,13,3,6,8,10,11,10,4,7,5,9,4,6,6,10,7,10,8,7,8,11,10,14,7,10,9,7,6,7,10,9,8,11,12,8,9,12,10,5,11,4,10,7,8,9,10,8,12,8,3,3,9,12,4,6,8,4,5,4,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0
S01000511,573,8,7,8,2,6,4,5,6,4,8,3,12,5,4,10,8,9,4,7,3,6,11,4,3,13,3,7,4,9,7,5,7,3,8,3,5,8,12,7,2,5,12,9,10,10,4,12,17,8,14,13,6,6,11,5,10,7,11,15,6,11,8,9,2,10,4,7,11,6,10,2,9,4,4,4,8,4,2,4,1,0,1,3,1,0,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0
S01000512,990,11,13,10,9,8,9,12,18,15,13,15,13,11,10,14,16,11,10,2,7,11,4,14,7,11,4,15,9,5,13,13,8,10,10,8,9,9,10,22,12,21,16,19,12,16,7,13,20,19,8,19,13,13,14,11,11,11,10,13,15,9,10,10,9,11,17,17,5,14,18,13,16,6,7,13,12,15,12,9,5,9,7,7,6,2,6,4,2,3,1,1,0,0,0,2,0,0,0,0,0,0
S01000513,881,2,15,8,14,13,12,7,12,8,5,6,9,8,11,6,23,11,13,6,11,10,11,6,17,5,7,9,11,12,8,7,11,4,10,13,9,9,14,10,11,9,15,11,13,12,8,16,16,16,11,9,10,10,16,10,17,14,6,6,8,17,9,17,15,9,10,10,6,15,15,8,9,11,11,8,8,5,10,8,4,5,4,8,4,5,2,2,5,1,2,1,1,2,1,1,1,0,0,2,0,2
S01000514,941,10,18,9,11,9,15,6,13,17,7,10,14,19,12,17,11,16,12,9,8,12,9,9,11,4,6,5,2,7,10,12,8,9,3,14,10,12,11,12,12,13,16,20,17,18,31,16,17,12,7,15,11,16,14,11,11,19,13,9,19,16,8,16,14,15,23,12,14,8,9,8,6,8,6,7,7,12,4,4,0,1,2,1,3,1,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0
S01000515,551,5,6,3,3,5,3,6,6,6,9,10,9,9,9,11,4,8,8,7,9,4,2,4,2,5,1,5,4,4,13,6,6,4,2,6,9,4,11,12,8,8,12,7,11,9,10,5,10,17,6,8,10,13,10,13,10,12,8,5,6,5,6,5,7,6,3,8,3,11,3,9,8,6,1,4,6,4,1,1,2,4,3,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
S01000516,883,15,11,12,6,17,15,13,12,15,12,10,8,8,8,17,10,11,8,15,8,13,10,13,7,10,9,11,10,9,8,7,17,12,19,10,10,9,20,7,14,10,20,19,16,20,19,20,14,17,15,11,11,16,10,14,4,12,10,8,7,9,6,12,6,7,4,12,10,6,4,6,10,5,6,6,6,3,6,4,4,6,2,1,1,1,3,0,2,1,2,0,2,1,0,0,0,0,0,0,0,0
S01000517,737,14,4,8,8,10,4,11,6,9,10,7,10,11,9,5,13,11,11,6,5,8,5,5,5,8,16,8,7,5,8,7,8,6,8,9,12,13,14,7,11,12,6,8,8,16,12,14,9,6,10,12,7,10,7,6,9,11,13,6,10,11,8,7,9,12,6,8,14,7,8,7,6,4,4,8,7,6,9,5,5,8,1,6,5,6,6,6,4,4,1,2,2,0,0,0,0,0,1,0,0,0
S01000518,963,15,10,6,9,3,12,9,5,12,11,12,11,10,15,11,9,10,15,10,5,10,12,11,11,15,12,12,6,5,13,11,10,9,12,14,13,12,7,19,13,14,19,13,19,13,14,17,15,13,9,2,10,14,10,10,11,17,15,11,13,17,9,11,14,15,10,9,18,11,13,13,10,8,4,3,4,6,10,9,7,11,6,8,6,10,4,9,7,2,6,1,2,2,0,0,2,0,0,0,0,0
S01000519,515,7,5,5,2,4,7,5,5,6,8,2,6,10,6,6,9,5,9,10,3,9,8,9,5,8,3,4,3,0,7,1,2,9,5,7,6,11,1,3,11,7,8,11,12,10,8,12,12,6,10,4,5,11,7,11,4,8,11,12,8,9,6,14,9,6,7,4,6,5,2,3,6,3,6,2,3,1,1,2,0,4,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S01000520,1129,13,22,15,19,20,7,11,12,14,5,13,8,9,13,18,14,16,18,19,10,11,7,8,9,10,9,10,15,5,5,16,7,8,10,10,19,7,13,16,15,16,17,14,15,21,17,15,17,28,14,14,14,17,16,16,11,23,16,11,18,16,18,17,19,17,12,20,21,27,12,11,25,18,13,8,5,5,6,10,5,2,2,6,3,3,5,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0
S01000521,945,17,9,16,14,6,7,13,11,10,16,9,13,4,14,6,13,6,7,5,11,15,11,7,6,5,8,18,13,14,9,4,16,15,11,13,10,19,24,13,18,10,17,11,8,9,18,18,13,16,8,6,16,19,17,12,11,10,15,5,12,11,14,15,12,13,13,13,9,14,8,10,12,9,9,10,6,6,5,9,3,5,7,3,1,4,3,6,2,1,2,0,1,1,0,0,0,1,0,0,0,0
S01000522,665,2,6,8,7,13,6,7,5,9,9,8,10,7,3,11,4,14,7,12,4,5,5,2,2,2,5,6,6,8,7,3,6,3,6,4,9,8,8,3,9,11,10,16,14,18,15,7,16,15,11,10,6,7,11,13,9,6,16,14,3,15,15,13,9,8,11,12,5,9,11,11,6,9,8,5,3,1,1,2,1,0,3,4,2,1,0,2,2,2,1,2,2,0,2,0,0,0,0,0,0,0
S01000523,851,12,7,15,10,6,9,7,10,12,13,2,10,7,10,9,6,7,16,7,10,11,12,7,13,10,7,8,8,12,9,10,9,10,11,9,6,12,12,7,11,9,11,10,14,8,19,7,13,14,12,13,17,12,9,12,7,12,15,11,8,20,7,13,11,12,13,8,8,7,12,7,8,4,8,6,6,3,11,4,5,6,7,9,8,7,4,8,1,2,2,1,3,0,3,2,1,1,0,0,1,0
S01000524,706,2,4,10,6,3,6,8,8,9,10,6,8,10,7,5,14,14,13,9,9,12,7,10,9,8,3,8,5,4,4,6,5,4,6,4,3,8,7,9,10,10,12,8,10,11,10,11,14,16,14,15,12,22,10,12,9,9,12,14,9,8,13,9,18,13,6,13,11,9,7,2,8,6,7,6,3,9,3,4,3,1,1,3,2,0,1,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0
S01000525,1047,8,10,11,12,7,9,10,7,14,7,14,11,10,10,13,17,20,7,10,13,7,12,7,5,8,6,6,5,9,11,9,9,11,5,6,3,15,11,12,11,14,14,9,14,20,26,13,16,22,14,14,10,26,16,14,18,16,14,22,20,22,21,19,18,23,14,13,15,15,7,13,11,11,9,5,11,8,9,5,5,7,8,8,7,4,1,4,2,8,4,3,7,1,7,0,0,0,1,0,0,1
S01000526,1000,3,10,13,9,11,11,18,12,9,5,6,12,12,14,8,12,11,12,7,8,12,11,11,5,8,5,7,10,6,11,7,14,13,9,7,15,15,7,12,17,15,15,11,16,14,15,19,17,14,18,24,22,15,13,13,18,23,23,18,16,20,18,27,13,21,16,11,12,10,6,8,5,10,4,6,5,3,4,7,5,6,0,6,7,2,5,2,1,4,4,3,2,0,1,1,0,1,0,0,0,0
S01000527,685,6,9,5,8,7,13,9,6,7,6,6,16,16,9,15,4,11,7,10,4,5,7,7,3,4,9,7,3,3,3,8,10,8,6,6,10,4,11,6,12,12,9,17,11,17,9,8,12,10,9,11,9,14,17,9,12,12,12,10,12,5,12,12,9,15,7,9,3,6,7,4,6,4,5,5,6,3,1,5,4,3,2,3,2,1,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
S01000528,946,5,13,7,8,9,7,18,8,7,18,21,5,10,14,6,15,13,11,8,10,13,8,5,10,2,3,5,1,4,8,6,5,9,2,11,6,12,9,12,15,12,13,14,16,16,14,18,20,21,21,20,19,8,10,11,15,13,17,13,12,19,16,22,24,9,21,14,14,10,5,12,6,6,7,9,9,13,3,6,6,5,2,6,8,1,4,2,1,7,5,2,3,1,0,0,2,2,0,1,0,1
S01000529,805,8,7,6,9,9,4,7,4,5,7,5,5,9,4,18,15,3,14,5,9,8,11,6,5,9,6,12,6,3,7,4,6,10,6,10,13,6,10,10,8,8,7,12,12,9,13,8,13,12,9,15,9,14,22,14,19,18,8,18,23,18,16,26,17,16,13,12,8,14,9,6,5,8,7,7,9,6,4,2,4,4,2,0,1,4,1,3,1,1,4,1,1,1,0,1,0,0,1,0,0,0
S01000530,486,2,9,7,1,6,6,3,8,4,1,4,11,3,10,5,8,9,3,7,3,1,2,5,4,1,3,3,2,7,4,7,8,8,2,8,6,7,3,6,11,10,6,11,7,8,8,9,6,15,9,4,4,12,6,4,9,6,6,7,10,8,4,3,11,12,9,12,6,9,8,5,3,3,4,3,4,2,1,1,3,1,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0
S01000531,574,5,6,2,4,5,3,2,5,4,4,3,5,3,2,8,4,11,7,11,9,1,7,4,6,3,6,5,9,5,6,4,3,5,4,7,3,4,10,3,7,12,8,8,15,9,12,5,8,10,9,15,9,7,13,12,10,11,14,13,9,13,11,13,7,14,14,12,9,8,5,6,2,4,4,1,7,5,3,1,1,2,1,2,0,4,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1
S01000532,788,11,4,4,11,8,7,7,6,9,9,10,7,7,9,12,9,12,2,11,7,7,5,10,9,10,11,9,8,4,11,7,5,6,8,6,6,7,9,10,6,10,8,4,10,9,5,14,12,13,10,14,9,15,15,17,5,13,10,9,10,10,14,20,14,12,7,11,11,11,9,2,7,8,10,7,2,14,10,10,10,7,3,9,6,7,3,5,6,0,4,2,1,2,2,0,1,0,2,0,0,1
S01000533,715,2,4,4,2,6,8,9,5,9,12,7,5,5,11,4,7,16,9,5,10,10,7,8,7,8,9,12,10,4,4,11,8,4,6,7,5,9,4,9,4,8,10,11,15,9,12,6,6,14,8,10,17,9,13,8,10,18,10,14,13,7,11,18,14,11,9,13,8,10,5,6,5,5,10,11,3,8,6,7,8,6,3,1,4,2,2,3,2,2,3,2,2,0,0,0,0,1,0,0,0,0
S01000534,760,11,9,6,9,8,7,11,9,7,5,5,11,12,11,9,6,12,10,8,6,6,10,7,6,10,6,20,8,11,7,12,7,6,4,13,11,2,11,8,7,8,10,14,12,15,9,7,11,9,5,6,9,7,4,7,13,12,7,13,11,11,13,13,18,14,12,4,11,7,9,7,13,6,9,10,11,4,11,8,9,3,3,1,3,2,8,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0
S01000535,1020,8,15,14,8,13,7,16,6,16,18,13,11,10,15,10,10,14,14,12,7,17,10,19,9,12,7,14,13,12,10,17,12,8,13,10,9,16,7,19,12,19,10,12,12,14,24,26,10,17,13,13,8,16,13,13,14,6,3,7,10,6,14,11,10,17,14,17,16,14,16,11,16,11,14,7,5,10,10,9,6,6,1,5,3,1,6,4,2,1,5,0,2,0,1,1,0,2,1,0,1,1
S01000536,494,5,5,7,8,4,6,2,3,7,4,11,6,10,6,8,8,7,2,4,6,2,4,5,6,2,3,3,3,4,3,2,5,5,8,4,4,8,7,12,5,6,10,9,12,8,6,7,4,6,10,9,3,7,4,11,5,11,7,10,1,9,7,4,6,11,4,6,3,8,4,3,12,8,4,6,3,1,7,4,2,5,6,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
S01000537,1056,16,14,17,14,17,11,14,15,19,16,12,21,14,18,14,16,19,22,13,14,13,7,8,11,8,8,8,3,10,17,10,11,20,15,12,13,16,19,19,18,20,25,20,21,18,15,25,9,20,9,14,13,16,8,12,15,18,10,14,6,9,8,12,16,18,11,16,4,9,4,4,7,6,6,4,5,2,4,9,3,1,2,1,4,2,2,2,1,1,4,3,2,2,0,0,2,0,0,0,0,0
S01000538,740,9,15,9,3,7,2,10,5,10,5,10,6,15,12,12,7,8,9,7,9,4,8,13,6,14,7,9,7,7,4,7,14,7,9,5,6,6,12,4,11,16,9,14,12,15,12,8,6,5,11,11,8,10,12,7,7,10,14,13,7,9,13,18,12,10,10,11,11,12,2,5,9,11,7,8,5,6,5,0,6,3,1,6,4,2,1,3,4,1,1,1,1,1,2,2,0,0,0,0,0,0
S01000539,990,13,12,4,8,6,4,10,8,11,12,12,16,14,7,12,8,15,15,10,13,12,12,8,9,9,18,12,7,8,17,8,9,12,7,14,4,14,21,15,12,16,10,15,25,9,12,22,11,16,10,11,14,12,19,8,14,10,9,8,10,10,13,16,17,11,13,11,13,17,11,7,9,9,12,9,5,12,6,10,14,7,7,7,3,8,2,8,1,5,6,2,5,1,0,1,0,2,1,0,0,0
S01000540,727,6,7,2,5,6,3,7,7,2,4,5,7,6,8,12,12,8,16,8,7,12,8,10,10,12,9,12,10,6,5,9,10,4,7,5,4,4,11,3,9,7,18,11,10,17,15,7,9,18,7,20,12,12,12,13,9,13,15,4,14,8,7,7,11,9,8,5,3,9,10,9,12,8,3,4,11,10,4,6,4,6,2,4,5,1,4,2,3,1,2,2,2,1,0,1,0,2,0,0,0,0
S01000541,592,8,7,6,6,4,8,2,4,5,4,6,11,3,10,7,7,11,18,8,7,3,13,11,9,7,16,6,6,8,7,6,8,1,4,5,6,6,13,7,11,8,9,8,9,14,5,14,7,12,8,10,7,6,5,7,3,13,9,4,6,7,9,6,10,12,3,3,3,4,4,1,4,5,5,6,9,1,4,7,2,8,4,1,2,1,2,4,1,2,0,1,2,0,0,0,0,0,0,0,0,0
S01000542,647,6,8,8,3,9,7,9,10,4,2,6,7,9,9,5,8,7,4,16,9,8,11,9,7,8,3,10,3,5,9,7,7,3,8,2,7,4,5,7,9,15,12,7,11,12,7,5,14,5,14,8,6,14,4,8,14,4,10,6,8,7,12,8,10,8,2,11,5,8,7,3,5,7,7,14,7,8,7,7,3,8,9,6,3,4,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0
S01000543,832,6,8,15,8,7,10,8,8,9,6,11,10,10,16,15,7,21,10,14,8,10,8,7,10,8,10,11,9,6,3,11,4,10,8,12,11,12,11,17,15,11,10,21,18,10,13,11,12,10,14,11,7,4,6,9,15,10,14,12,14,13,9,8,16,17,9,10,9,9,3,7,1,7,8,3,14,10,5,4,1,7,4,2,2,2,6,1,1,3,3,1,1,3,0,1,0,0,0,0,0,0
