URN,EstablishmentName,SchoolCapacity,Postcode,Easting,Northing,,,,,,,,,,,,,,,
139456,Saint Paul's Catholic High School,900,M23 2YS,381566,387565,,,,,,,,,,,,,,,
138614,Altrincham College,1018,WA15 8QW,378541,387514,,,,,,,,,,,,,,,
137243,West Kirby Grammar School,1249,CH48 5DP,321261,387452,,,,,,,,,,,,,,,
137289,Altrincham Grammar School for Girls,1190,WA14 2NL,376119,387212,,,,,,,,,,,,,,,
138355,Hilbre High School,1052,CH48 6EQ,322844,387198,,,,,,,,,,,,,,,
142262,King Edward VI Grammar School,812,LN11 9LL,532547,387094,,,,,,,,,,,,,,,
138853,Woodchurch High School,1427,CH49 7NG,328525,387059,,,,,,,,,,,,,,,
138732,Lymm High School,1909,WA13 0RB,369540,387029,,,,,,,,,,,,,,,
139368,Wade Deacon High School,1500,WA8 7TD,351195,386733,,,,,,,,,,,,,,,
136458,Altrincham Grammar School for Boys,1231,WA14 2RS,376730,386682,,,,,,,,,,,,,,,
141730,Dinnington High School,1444,S25 2NZ,452967,386653,,,,,,,,,,,,,,,
138069,Tapton School,1568,S10 5RG,431989,386595,,,,,,,,,,,,,,,
138337,All Saints' Catholic High School,1290,S2 2RJ,436216,386404,,,,,,,,,,,,,,,
138361,Notre Dame High School,1328,S10 3BT,432224,386313,,,,,,,,,,,,,,,
137130,Prenton High School for Girls,790,CH42 6RR,331853,386266,,,,,,,,,,,,,,,
139144,Calday Grange Grammar School,1458,CH48 8GG,322736,386266,,,,,,,,,,,,,,,
138850,St Margaret's Church of England Academy,1050,L17 6AB,338275,386158,,,,,,,,,,,,,,,
138134,Saint Ambrose College,1050,WA15 0HE,378823,386011,,,,,,,,,,,,,,,
137923,Hazel Grove High School,1350,SK7 5JX,391115,385984,,,,,,,,,,,,,,,
141495,Handsworth Grange Community Sports College,1025,S13 9HJ,441841,385979,,,,,,,,,,,,,,,
136718,Aston Academy,1650,S26 4SF,445156,385958,,,,,,,,,,,,,,,
139614,Halewood Academy,1200,L26 1UU,344293,385313,,,,,,,,,,,,,,,
137843,Cheadle Hulme High School,1650,SK8 7JY,387683,385278,,,,,,,,,,,,,,,
141598,Bridgewater High School,1530,WA4 3AE,361825,385250,,,,,,,,,,,,,,,
139031,St John Plessington Catholic College,1800,CH63 7LF,333075,385182,,,,,,,,,,,,,,,
145455,High Storrs School,1619,S11 7LH,431876,384629,,,,,,,,,,,,,,,
137171,Wirral Grammar School for Girls,1184,CH63 3AF,332590,383988,,,,,,,,,,,,,,,
139167,Silverdale School,1300,S11 9QH,431336,383974,,,,,,,,,,,,,,,
137476,Wirral Grammar School for Boys,1194,CH63 3AQ,332662,383942,,,,,,,,,,,,,,,
136331,Wales High School,1586,S26 5QQ,448443,383188,,,,,,,,,,,,,,,
146387,Poynton High School,1552,SK12 1PU,392665,383014,,,,,,,,,,,,,,,
143963,The Birley Academy,1163,S12 3BP,439829,382812,,,,,,,,,,,,,,,
138076,The Elizabethan Academy,1458,DN22 7PY,469921,382099,,,,,,,,,,,,,,,
138545,Meadowhead School Academy Trust,1950,S8 8BR,435364,381190,,,,,,,,,,,,,,,
136779,The Heath School,1050,WA7 4SY,351723,381137,,,,,,,,,,,,,,,
138841,King Ecgbert School,1197,S17 3QU,430964,380507,,,,,,,,,,,,,,,
136415,William Farr CofE Comprehensive School,1496,LN2 3JB,501305,379338,,,,,,,,,,,,,,,
145521,Eckington School,1453,S21 4GN,441545,379162,,,,,,,,,,,,,,,
138002,Knutsford Academy,1606,WA16 0EA,374686,378289,,,,,,,,,,,,,,,
138318,Neston High School,1719,CH64 9NH,329778,378283,,,,,,,,,,,,,,,
136968,John Spendluffe Foundation Technology College,625,LN13 9BL,545721,375713,,,,,,,,,,,,,,,
136315,Queen Elizabeth's Grammar Alford - A Selective Academy,628,LN13 9HY,544895,375694,,,,,,,,,,,,,,,
136278,The Fallibroome Academy,1535,SK10 4AF,389313,374793,,,,,,,,,,,,,,,
140791,Tytherington School,1214,SK10 2EE,391626,374738,,,,,,,,,,,,,,,
137902,Netherthorpe School,907,S43 3PU,444034,374658,,,,,,,,,,,,,,,
146128,St Thomas More Catholic Voluntary Academy,450,SK17 6AF,405853,373949,,,,,,,,,,,,,,,
147400,Springwell Community College,850,S43 3NQ,442680,373404,,,,,,,,,,,,,,,
139139,All Hallows Catholic College,1200,SK11 8LB,390661,373279,,,,,,,,,,,,,,,
136537,Lincoln Castle Academy,1041,LN1 3SP,497583,373174,,,,,,,,,,,,,,,
138470,"St Mary's Catholic High School, A Catholic Voluntary Academy",1260,S41 8AG,436585,373056,,,,,,,,,,,,,,,
137447,Lincoln Christ's Hospital School,1465,LN2 4PN,498762,372407,,,,,,,,,,,,,,,
138743,"The County High School, Leftwich",975,CW9 8EZ,366248,371771,,,,,,,,,,,,,,,
137319,Tuxford Academy,1462,NG22 0JH,474635,371222,,,,,,,,,,,,,,,
136548,Brookfield Community School,1090,S40 3NS,435441,370671,,,,,,,,,,,,,,,
138836,The Bolsover School,850,S44 6XA,448399,370232,,,,,,,,,,,,,,,
138665,"Queen Elizabeth's Grammar School, Horncastle",920,LN9 5AD,525508,369720,,,,,,,,,,,,,,,
139623,"St Peter and St Paul, Catholic Voluntary Academy",628,LN6 7SX,496015,369212,,,,,,,,,,,,,,,
141581,The Banovallum School,625,LN9 6DA,526368,368958,,,,,,,,,,,,,,,
136358,Branston Community Academy,1125,LN4 1LH,502566,367994,,,,,,,,,,,,,,,
137449,Holmes Chapel Comprehensive School,1250,CW4 7DX,375444,366712,,,,,,,,,,,,,,,
136871,North Kesteven Academy,1461,LN6 9AG,493850,366405,,,,,,,,,,,,,,,
137135,Sir Robert Pattinson Academy,1510,LN6 9AF,494220,366383,,,,,,,,,,,,,,,
136543,The Bishops' Blue Coat Church of England High School,1050,CH3 5XF,342202,365589,,,,,,,,,,,,,,,
136645,Christleton High School,1330,CH3 7AD,344417,365445,,,,,,,,,,,,,,,
139343,"The Catholic High School, Chester A Specialist Science College",1117,CH4 7HS,340440,364878,,,,,,,,,,,,,,,
138662,Eaton Bank Academy,1087,CW12 1NT,386572,364267,,,,,,,,,,,,,,,
137158,The Manor Academy,1448,NG19 8QA,454359,364103,,,,,,,,,,,,,,,
138757,Skegness Grammar School,898,PE25 2QS,556181,363869,,,,,,,,,,,,,,,
136655,Congleton High School,1236,CW12 4NS,383548,363179,,,,,,,,,,,,,,,
144687,The Garibaldi School,1224,NG19 0JX,458035,362970,,,,,,,,,,,,,,,
138483,Tarporley High School and Sixth Form College,1048,CW6 0BL,355610,362026,,,,,,,,,,,,,,,
137763,The Brunts Academy,1599,NG18 2AT,454480,362016,,,,,,,,,,,,,,,
140698,All Saints Catholic Voluntary Academy,1107,NG19 6BW,452630,361914,,,,,,,,,,,,,,,
136340,Sandbach High School and Sixth Form College,1500,CW11 3NT,375110,361020,,,,,,,,,,,,,,,
137857,Quarrydale Academy,968,NG17 2DU,449180,360081,,,,,,,,,,,,,,,
141074,Woodhouse Academy,480,ST8 7DR,389204,358782,,,,,,,,,,,,,,,
137628,The Joseph Whitaker School,1250,NG21 0AG,458916,357844,,,,,,,,,,,,,,,
142696,Churnet View Middle School,500,ST13 6PU,399161,357580,,,,,,,,,,,,,,,
137981,Ashfield Comprehensive School,3146,NG17 8HP,448943,357242,,,,,,,,,,,,,,,
146914,James Bateman Middle School,440,ST8 7AT,388156,356788,,,,,,,,,,,,,,,
138756,William Lovell Church of England Academy,520,PE22 8AA,534224,356742,,,,,,,,,,,,,,,
142711,Leek High School,665,ST13 6EU,399437,356669,,,,,,,,,,,,,,,
137356,Biddulph High School,867,ST8 7AR,388754,356449,,,,,,,,,,,,,,,
142755,Westwood College,911,ST13 8NP,396582,356323,,,,,,,,,,,,,,,
139171,St Edward's Church of England Academy,768,ST13 8DN,397285,356259,,,,,,,,,,,,,,,
138481,Kirkby College,809,NG17 7DH,450579,355909,,,,,,,,,,,,,,,
140108,Alsager School,1377,ST7 2HR,378788,355809,,,,,,,,,,,,,,,
139764,St Thomas More Catholic High School,640,CW2 8AE,369247,354585,,,,,,,,,,,,,,,
145643,The Minster School,1651,NG25 0LG,469935,353273,,,,,,,,,,,,,,,
138839,"Sir William Robertson Academy, Welbourn",838,LN5 0PA,496134,353149,,,,,,,,,,,,,,,
142741,Swanwick Hall School,1257,DE55 1AE,440511,353058,,,,,,,,,,,,,,,
142725,Selston High School,900,NG16 6BW,446509,353034,,,,,,,,,,,,,,,
142237,Shavington Academy,850,CW2 5DH,369418,352350,,,,,,,,,,,,,,,
140149,St Margaret Ward Catholic Academy,1200,ST6 6LZ,386883,352285,,,,,,,,,,,,,,,
136279,Brine Leas School,1350,CW5 7DY,365621,351154,,,,,,,,,,,,,,,
138549,Haywood Academy,1050,ST6 7AB,387470,350864,,,,,,,,,,,,,,,
136282,The Giles Academy,1100,PE22 9LD,540834,350090,,,,,,,,,,,,,,,
137159,The National CofE Academy,1184,NG15 7DB,452789,350021,,,,,,,,,,,,,,,
141259,The Ripley Academy,1116,DE5 3JQ,440817,349915,,,,,,,,,,,,,,,
140633,The Excel Academy,1050,ST1 6LG,389550,349865,,,,,,,,,,,,,,,
145047,Sir Thomas Boughey Academy,785,ST7 8AP,379676,349232,,,,,,,,,,,,,,,
140470,Chesterton Community Sports College,870,ST5 7LP,383091,349053,,,,,,,,,,,,,,,
136972,Queen Elizabeth's Grammar School,1420,DE6 1EP,418251,347224,,,,,,,,,,,,,,,
142710,John Flamsteed Community School,578,DE5 8NP,438492,346804,,,,,,,,,,,,,,,
140802,St John Fisher Catholic College,981,ST5 2SJ,384320,346549,,,,,,,,,,,,,,,
137213,Carre's Grammar School,830,NG34 7DD,506735,346217,,,,,,,,,,,,,,,
137606,Heanor Gate Science College,1344,DE75 7RA,442304,346155,,,,,,,,,,,,,,,
136361,Redhill Academy,1348,NG5 8GX,458431,346054,,,,,,,,,,,,,,,
137667,Kesteven and Sleaford High School Selective Academy,822,NG34 7RS,506726,345560,,,,,,,,,,,,,,,
139140,Boston High School,811,PE21 9PF,533643,345317,,,,,,,,,,,,,,,
138754,Haven High Academy,1025,PE21 9HB,532637,345166,,,,,,,,,,,,,,,
142277,Newcastle Academy,647,ST5 2QS,383564,345157,,,,,,,,,,,,,,,
138810,Christ The King Voluntary Academy,796,NG5 7JZ,459718,345124,,,,,,,,,,,,,,,
140154,Madeley High School,675,CW3 9JJ,377366,344914,,,,,,,,,,,,,,,
138641,The Kimberley School,1375,NG16 2NJ,450278,344888,,,,,,,,,,,,,,,
139180,The Boston Grammar School,643,PE21 6JY,532982,343725,,,,,,,,,,,,,,,
142278,Clayton Hall Academy,1000,ST5 3DN,385402,343521,,,,,,,,,,,,,,,
136460,St Joseph's College,1115,ST4 5NT,386755,343411,,,,,,,,,,,,,,,
140304,St Thomas More Catholic Academy,1135,ST3 2NJ,390215,343403,,,,,,,,,,,,,,,
136505,The Ecclesbourne School,1409,DE56 4GS,434267,343283,,,,,,,,,,,,,,,
145089,Alderman Peel High School,525,NR23 1RB,591677,342915,,,,,,,,,,,,,,,
136959,The Cheadle Academy,1000,ST10 1LH,400587,342676,,,,,,,,,,,,,,,
138729,Painsley Catholic College,1447,ST10 1LH,400730,342629,,,,,,,,,,,,,,,
137621,Sheringham High School,870,NR26 8ND,615019,342440,,,,,,,,,,,,,,,
136627,Carlton le Willows Academy,1445,NG4 4AA,462557,342427,,,,,,,,,,,,,,,
138341,The Trinity Catholic School A Voluntary Academy,1125,NG8 3EZ,453206,341605,,,,,,,,,,,,,,,
144558,Trentham Academy,760,ST4 8PQ,387034,341591,,,,,,,,,,,,,,,
137798,Bluecoat Aspley Academy,1400,NG8 5GY,454301,341590,,,,,,,,,,,,,,,
137431,Cromer Academy,720,NR27 0EX,622211,341274,,,,,,,,,,,,,,,
137908,Saint John Houghton Catholic Voluntary Academy,618,DE7 4HX,445172,340919,,,,,,,,,,,,,,,
145375,Ryecroft CofE Middle School,240,ST14 5PB,410867,339861,,,,,,,,,,,,,,,
136724,Fernwood School,1020,NG8 2FT,451818,339842,,,,,,,,,,,,,,,
137911,Allestree Woodlands School,1300,DE22 2LW,433675,339770,,,,,,,,,,,,,,,
136878,Toot Hill School,1588,NG13 8BL,470367,339574,,,,,,,,,,,,,,,
138622,"Saint Benedict, A Catholic Voluntary Academy",1215,DE22 1JD,434643,338558,,,,,,,,,,,,,,,
138819,The Priory Belvoir Academy,650,NG13 0AX,480245,338420,,,,,,,,,,,,,,,
138837,Bramcote College,755,NG9 3GA,450443,338260,,,,,,,,,,,,,,,
139765,The Nottingham Emmanuel School,1150,NG2 7YF,457130,337616,,,,,,,,,,,,,,,
137409,The Becket School,1061,NG2 7QY,456947,337043,,,,,,,,,,,,,,,
138832,Alderman White School,1465,NG9 3DU,451130,336987,,,,,,,,,,,,,,,
145966,Friesland School,1323,NG10 5AF,446868,336279,,,,,,,,,,,,,,,
137166,"The King's School, Grantham",1086,NG31 6RP,491431,336254,,,,,,,,,,,,,,,
136634,West Park School,1250,DE21 7BT,439572,336201,,,,,,,,,,,,,,,
136291,George Spencer Academy and Technology College,1430,NG9 7EW,449393,336188,,,,,,,,,,,,,,,
136628,The West Bridgford School,1332,NG2 7FA,457934,336104,,,,,,,,,,,,,,,
138638,Kesteven and Grantham Girls' School,1200,NG31 9AU,491933,335957,,,,,,,,,,,,,,,
138755,The Thomas Cowley High School,650,PE11 4TF,521203,335712,,,,,,,,,,,,,,,
138482,Rushcliffe School,1920,NG2 7BW,458970,335686,,,,,,,,,,,,,,,
136476,Bluecoat Meres Academy,625,NG31 7PX,490079,335314,,,,,,,,,,,,,,,
140123,Alleyne's Academy,1025,ST15 8DT,390635,334814,,,,,,,,,,,,,,,
136961,Christ Church Academy,540,ST15 8JD,390170,334695,,,,,,,,,,,,,,,
139102,Lakelands Academy,580,SY12 0EA,339450,334443,,,,,,,,,,,,,,,
146580,The Grove School,1206,TF9 1HF,367992,334369,,,,,,,,,,,,,,,
146451,Wilsthorpe School,1268,NG10 4WT,447792,334251,,,,,,,,,,,,,,,
136624,Walton Academy,900,NG31 7JR,490471,334208,,,,,,,,,,,,,,,
144002,Thomas Alleyne's High School,1283,ST14 8DU,409316,333775,,,,,,,,,,,,,,,
144007,Windsor Park CE Middle School,480,ST14 7JX,408526,333745,,,,,,,,,,,,,,,
145376,Oldfields Hall Middle School,525,ST14 7PL,408408,333479,,,,,,,,,,,,,,,
145327,Derby Moor Academy,1575,DE23 2FS,432753,333239,,,,,,,,,,,,,,,
136716,The Long Eaton School,1237,NG10 3NP,448096,332989,,,,,,,,,,,,,,,
138191,The South Wolds Academy & Sixth Form,1114,NG12 5FF,461693,331055,,,,,,,,,,,,,,,
136360,Chellaston Academy,1650,DE73 5UB,437832,330031,,,,,,,,,,,,,,,
147505,North Walsham High School,950,NR28 9HZ,628711,329857,,,,,,,,,,,,,,,
147508,The Thomas Adams School,1336,SY4 5UB,350961,329303,,,,,,,,,,,,,,,
136979,The Marches School,1350,SY11 2AR,328622,328902,,,,,,,,,,,,,,,
138820,Castle Donington College,645,DE74 2LN,444827,327131,,,,,,,,,,,,,,,
138964,East Leake Academy,1350,LE12 6QN,455846,326868,,,,,,,,,,,,,,,
136414,The de Ferrers Academy,1950,DE13 0LL,424297,325850,,,,,,,,,,,,,,,
142983,Sir Graham Balfour High School,917,ST16 1NR,391654,325668,,,,,,,,,,,,,,,
136479,Charles Read Academy,275,NG33 4NT,500164,324654,,,,,,,,,,,,,,,
137553,The Weston Road Academy,1017,ST18 0YG,395018,324088,,,,,,,,,,,,,,,
142193,Blessed William Howard Catholic School,1065,ST17 9AB,391824,322492,,,,,,,,,,,,,,,
138829,Reepham High School and College,1050,NR10 4JT,609780,322345,,,,,,,,,,,,,,,
139304,Spalding Grammar School,1070,PE11 2XH,524640,322263,,,,,,,,,,,,,,,
137336,The Corbet School,744,SY4 2AX,342717,322121,,,,,,,,,,,,,,,
147574,Paulet High School,862,DE15 9RT,426018,321457,,,,,,,,,,,,,,,
146235,Blessed Robert Sutton Catholic Voluntary Academy,710,DE15 9SD,426055,321054,,,,,,,,,,,,,,,
137617,John Ferneley College,1100,LE13 1LH,475148,320982,,,,,,,,,,,,,,,
142987,Walton High School,1289,ST17 0LJ,395348,320972,,,,,,,,,,,,,,,
136515,Springwood High School,1740,PE30 4AW,564245,320925,,,,,,,,,,,,,,,
137572,Bourne Academy,1425,PE10 9DT,510072,320807,,,,,,,,,,,,,,,
144069,The Pingle Academy,1400,DE11 0QA,429393,320143,,,,,,,,,,,,,,,
137367,Limehurst Academy,600,LE11 1NH,453551,320071,,,,,,,,,,,,,,,
144533,Granville Academy,830,DE11 7JR,431325,319951,,,,,,,,,,,,,,,
137793,Bourne Grammar School,1008,PE10 9JE,509841,319543,,,,,,,,,,,,,,,
138298,De Lisle College Loughborough Leicestershire,1308,LE11 4SQ,451592,319512,,,,,,,,,,,,,,,
137446,Haberdashers' Adams,906,TF10 7BD,374337,319146,,,,,,,,,,,,,,,
146063,Broadland High Ormiston Academy,700,NR12 8QN,630712,318719,,,,,,,,,,,,,,,
138628,Long Field Academy,800,LE13 0BN,474294,318695,,,,,,,,,,,,,,,
136323,John Taylor High School,1800,DE13 8AZ,418939,318618,,,,,,,,,,,,,,,
136516,Newport Girls' High School Academy,380,TF10 7HL,374373,318470,,,,,,,,,,,,,,,
137799,Humphrey Perkins School,1106,LE12 8JU,457331,317868,,,,,,,,,,,,,,,
137401,Woodbrook Vale School,800,LE11 2ST,452895,317097,,,,,,,,,,,,,,,
138350,Ivanhoe College Ashby-De-La-Zouch,949,LE65 1HX,435974,317060,,,,,,,,,,,,,,,
138833,Ashby School,1841,LE65 1DT,436322,316895,,,,,,,,,,,,,,,
137640,Rawlins Academy,1522,LE12 8DY,456046,316708,,,,,,,,,,,,,,,
138821,King Edward VII Science and Sport College,1193,LE67 4UW,445553,314893,,,,,,,,,,,,,,,
138478,Apollo Partnership Trust T/A Castle Rock High School,600,LE67 4BR,445670,314793,,,,,,,,,,,,,,,
139487,Taverham High School,1249,NR8 6HP,615528,314617,,,,,,,,,,,,,,,
144206,Penkridge Middle School,400,ST19 5BW,393127,314586,,,,,,,,,,,,,,,
141268,Northgate High School,1280,NR19 2EU,598973,314051,,,,,,,,,,,,,,,
145381,Wolgarston High School,849,ST19 5RX,393453,313836,,,,,,,,,,,,,,,
138301,Newbridge High School,530,LE67 3SJ,442916,313470,,,,,,,,,,,,,,,
144316,Dereham Neatherd High School,1130,NR20 3AX,599949,313239,,,,,,,,,,,,,,,
146506,Belvidere School,840,SY2 5LA,351399,312815,,,,,,,,,,,,,,,
137983,Wreake Valley Academy,1482,LE7 1LY,463026,312275,,,,,,,,,,,,,,,
138039,Hellesdon High School,1290,NR6 5SB,620319,311945,,,,,,,,,,,,,,,
144853,Hadley Learning Community - Secondary Phase,901,TF1 5NU,367653,311633,,,,,,,,,,,,,,,
142313,Kingsmead School,1257,WS12 1DH,400426,311623,,,,,,,,,,,,,,,
138216,The Priory School,840,SY3 9EE,348182,311194,,,,,,,,,,,,,,,
146146,Meole Brace School,1215,SY3 9DW,348140,310785,,,,,,,,,,,,,,,
146907,The Friary School,1250,WS13 7EW,410431,310774,,,,,,,,,,,,,,,
138758,Acle Academy,711,NR13 3ER,639676,310728,,,,,,,,,,,,,,,
137384,Cannock Chase High School,1845,WS11 1JT,398494,310725,,,,,,,,,,,,,,,
145707,Ercall Wood Academy,900,TF1 2DT,365192,310651,,,,,,,,,,,,,,,
138079,The Roundhill Academy,750,LE4 8GQ,461483,310384,,,,,,,,,,,,,,,
138721,Ibstock Community College,705,LE67 6NE,440628,310368,,,,,,,,,,,,,,,
146493,Nether Stowe School,929,WS13 7NB,412064,310341,,,,,,,,,,,,,,,
140787,The Cedars Academy,1100,LE4 4GH,459538,310169,,,,,,,,,,,,,,,
137873,The Deepings School,1460,PE6 8NF,515249,309930,,,,,,,,,,,,,,,
143278,Thorpe St Andrew School and Sixth Form,1764,NR7 0XS,627163,309552,,,,,,,,,,,,,,,
143899,Chase Terrace Technology College,1411,WS7 2DB,404661,309529,,,,,,,,,,,,,,,
137340,Casterton College Rutland,790,PE9 4AT,500280,309404,,,,,,,,,,,,,,,
137828,The Martin High School Anstey,910,LE7 7EB,454881,309387,,,,,,,,,,,,,,,
139442,South Charnwood High School,714,LE67 9TB,447186,309315,,,,,,,,,,,,,,,
136530,Catmose College,925,LE15 6RP,485388,309063,,,,,,,,,,,,,,,
140922,Idsall School,1300,TF11 8PD,375343,308342,,,,,,,,,,,,,,,
137600,Stamford Welland Academy,720,PE9 1HE,502891,307976,,,,,,,,,,,,,,,
137913,"Notre Dame High School, Norwich",1378,NR1 3PB,623235,307892,,,,,,,,,,,,,,,
136886,Erasmus Darwin Academy,1100,WS7 3QW,404416,307845,,,,,,,,,,,,,,,
141916,Rushey Mead Academy,1500,LE4 7AN,460229,307570,,,,,,,,,,,,,,,
143247,Babington Academy,1050,LE4 0SZ,456935,307409,,,,,,,,,,,,,,,
139766,The Telford Langley School,1050,TF4 3JS,368682,307334,,,,,,,,,,,,,,,
146443,Cheslyn Hay Academy,1302,WS6 7JQ,397188,307058,,,,,,,,,,,,,,,
138323,Brookvale Groby Learning Campus,1574,LE6 0FP,451907,306904,,,,,,,,,,,,,,,
141269,"City of Norwich School, An Ormiston Academy",1730,NR4 6PP,621825,306657,,,,,,,,,,,,,,,
139536,The Telford Park School,756,TF3 1FA,370681,306545,,,,,,,,,,,,,,,
147796,Brownhills Ormiston Academy,955,WS8 7QG,404750,306337,,,,,,,,,,,,,,,
146196,"English Martyrs' Catholic School, A Voluntary Academy",1066,LE4 0FJ,456955,306236,,,,,,,,,,,,,,,
138728,The Rawlett School (An Aet Academy),989,B79 9AA,420170,306074,,,,,,,,,,,,,,,
146509,Mary Webb School and Science College,604,SY5 0TG,340389,305868,,,,,,,,,,,,,,,
136266,Arthur Mellows Village College,1720,PE6 7JX,514971,305704,,,,,,,,,,,,,,,
137541,Lynn Grove Academy,1150,NR31 8AP,651362,304880,,,,,,,,,,,,,,,
136620,Shire Oak Academy,1491,WS9 9PA,405431,304138,,,,,,,,,,,,,,,
146232,"St Paul's Catholic School, a Voluntary Academy",1070,LE5 6HN,463132,303882,,,,,,,,,,,,,,,
137969,Bosworth Academy,1353,LE9 9JL,448387,303371,,,,,,,,,,,,,,,
145776,Framingham Earl High School,810,NR14 7QP,626267,303350,,,,,,,,,,,,,,,
138108,The Market Bosworth School,672,CV13 0JT,440379,303161,,,,,,,,,,,,,,,
142980,Codsall Middle School,480,WV8 1PB,387103,303118,,,,,,,,,,,,,,,
139138,Aldersley High School,1017,WV8 1RT,389062,302240,,,,,,,,,,,,,,,
137461,Wymondham High Academy,1610,NR18 0QT,611357,302070,,,,,,,,,,,,,,,
136459,The Polesworth School,1541,B78 1QT,425794,301486,,,,,,,,,,,,,,,
141802,Our Lady and St Chad Catholic Academy,958,WV10 8BL,392755,301465,,,,,,,,,,,,,,,
146108,Sir Jonathan North College,1200,LE2 6FU,459379,301372,,,,,,,,,,,,,,,
137120,Manor High School,900,LE2 4FU,463749,301018,,,,,,,,,,,,,,,
138936,The Wilnecote School,960,B77 5LF,422751,300880,,,,,,,,,,,,,,,
139769,William Brookes School,948,TF13 6NB,362407,300665,,,,,,,,,,,,,,,
142594,Pool Hayes Academy,1084,WV12 4QZ,396542,300421,,,,,,,,,,,,,,,
137949,Wayland Academy,900,IP25 6BA,591525,300203,,,,,,,,,,,,,,,
137730,Heath Park,1214,WV11 1RD,393326,300169,,,,,,,,,,,,,,,
137974,Aldridge School - A Science College,1489,WS9 0BG,405147,300003,,,,,,,,,,,,,,,
138155,Gartree High School,879,LE2 5TQ,462836,299354,,,,,,,,,,,,,,,
139624,Beauchamp College,2106,LE2 5TP,462941,299336,,,,,,,,,,,,,,,
140798,Wolverhampton Girls' High School,950,WV6 0BY,389530,299253,,,,,,,,,,,,,,,
145271,Jack Hunt School,1803,PE3 9PY,516908,299251,,,,,,,,,,,,,,,
139891,St Edmunds Catholic Academy,896,WV3 9DU,389109,299183,,,,,,,,,,,,,,,
136777,Queen Mary's High School,792,WS4 2AE,401731,299105,,,,,,,,,,,,,,,
138521,Brockington College,1200,LE19 4AQ,454052,299049,,,,,,,,,,,,,,,
138136,The Arthur Terry School,1480,B74 4RZ,411152,299031,,,,,,,,,,,,,,,
138852,S.Peter's Collegiate Church of England School,1214,WV3 9DU,389021,298831,,,,,,,,,,,,,,,
136629,Uppingham Community College,915,LE15 9TJ,486701,298778,,,,,,,,,,,,,,,
137984,Wigston Academy,1560,LE18 2DT,459962,298603,,,,,,,,,,,,,,,
138894,Wigston College,929,LE18 2DS,459776,298548,,,,,,,,,,,,,,,
136481,Wymondham College,1258,NR18 9SZ,607409,298509,,,,,,,,,,,,,,,
139311,Hobart High School,820,NR14 6JU,636068,298362,,,,,,,,,,,,,,,
137931,South Wigston High School,840,LE18 4TA,458512,298283,,,,,,,,,,,,,,,
140586,Smestow School,1010,WV3 8HU,387546,298145,,,,,,,,,,,,,,,
136773,Queen Mary's Grammar School,792,WS1 2PG,402345,297771,,,,,,,,,,,,,,,
138327,Heath Lane Academy,800,LE9 7PD,445234,297741,,,,,,,,,,,,,,,
138053,Sir Harry Smith Community College,1210,PE7 1XB,527676,297341,,,,,,,,,,,,,,,
138290,Saint Martin's Catholic Voluntary Academy,580,CV13 6HT,440719,297333,,,,,,,,,,,,,,,
137707,The Streetly Academy,1341,B74 2EX,408080,296870,,,,,,,,,,,,,,,
137988,Bishop Vesey's Grammar School,1200,B74 2NH,412162,296814,,,,,,,,,,,,,,,
142317,Highfields School,1592,WV4 4NT,388091,296434,,,,,,,,,,,,,,,
137830,Joseph Leckie Academy,1414,WS5 4PG,401369,296343,,,,,,,,,,,,,,,
136616,Wood Green Academy,1530,WS10 9QU,399847,296198,,,,,,,,,,,,,,,
136885,Barr Beacon School,1487,WS9 0RF,405828,296082,,,,,,,,,,,,,,,
136908,Fairfax,1500,B75 7JT,413812,295975,,,,,,,,,,,,,,,
137053,Plantsbrook School,1218,B72 1RB,412398,295667,,,,,,,,,,,,,,,
140534,Attleborough Academy Norfolk,945,NR17 2AJ,604917,295591,,,,,,,,,,,,,,,
136778,Sutton Coldfield Grammar School for Girls,831,B73 5PT,411636,295173,,,,,,,,,,,,,,,
137968,Redmoor Academy,555,LE10 0EP,441739,295055,,,,,,,,,,,,,,,
139455,Church Stretton School,725,SY6 6EX,345498,294409,,,,,,,,,,,,,,,
140524,Bishop Walsh Catholic School,1067,B76 1QT,412891,294399,,,,,,,,,,,,,,,
143435,Great Barr Academy,2124,B44 8NU,406673,294247,,,,,,,,,,,,,,,
138644,Hartshill School,1050,CV10 0NA,432698,293733,,,,,,,,,,,,,,,
139143,Bridgnorth Endowed School,1034,WV16 4ER,371560,293382,,,,,,,,,,,,,,,
